CustomerID;DateOfBirth;Gender;CreditScore;ScoreDate;CreditSource;CreditUtilization;RiskScore;RiskCategory
C0018;1965-10-28;Male;458;2023-03-20;Experian;39.38;23.40;High
C0019;1962-07-28;Male;595;2023-05-15;Experian;5.09;86.80;High
C0019;1962-07-28;Male;595;2023-05-15;Experian;5.09;28.40;High
C0020;2008-07-28;Male;622;2023-10-05;Experian;85.93;99.96;High
C0020;2008-07-28;Male;622;2023-10-05;Experian;85.93;40.59;High
C0021;1998-01-25;Female;647;2023-04-16;Equifax;82.24;52.92;Low
C0021;1998-01-25;Female;647;2023-04-16;Equifax;82.24;79.89;Low
C0022;1996-06-20;Female;795;2023-10-02;Experian;6.90;95.52;Medium
C0022;1996-06-20;Female;795;2023-10-02;Experian;6.90;35.15;Medium
C0023;1988-01-16;Female;400;2023-09-06;TransUnion;24.45;82.97;Low
C0023;1988-01-16;Female;400;2023-09-06;TransUnion;24.45;84.35;Low
C0024;2014-01-24;Male;722;2023-01-08;TransUnion;86.10;68.85;High
C0024;2014-01-24;Male;722;2023-01-08;TransUnion;86.10;88.96;Low
C0025;1968-10-18;Female;504;2023-12-27;TransUnion;12.61;76.33;High
C0025;1968-10-18;Female;504;2023-12-27;TransUnion;12.61;30.31;Medium
C0026;1970-09-26;Male;432;2023-10-12;Experian;50.66;4.88;High
C0026;1970-09-26;Male;432;2023-10-12;Experian;50.66;65.69;Medium
C0027;1978-12-04;Male;449;2023-09-03;Equifax;63.48;29.04;High
C0027;1978-12-04;Male;449;2023-09-03;Equifax;63.48;37.13;Medium
C0028;1979-07-08;Female;792;2023-05-09;Experian;31.74;96.48;High
C0028;1979-07-08;Female;792;2023-05-09;Experian;31.74;91.83;Medium
C0029;1969-12-28;Female;584;2023-07-12;Experian;74.44;62.02;Medium
C0029;1969-12-28;Female;584;2023-07-12;Experian;74.44;16.28;High
C0030;2013-05-18;Female;791;2023-12-23;Experian;12.15;82.32;Low
C0030;2013-05-18;Female;791;2023-12-23;Experian;12.15;97.02;Low
C0031;1963-04-08;Male;318;2023-10-06;TransUnion;27.02;10.98;High
C0031;1963-04-08;Male;318;2023-10-06;TransUnion;27.02;22.15;High
C0032;1984-11-01;Male;490;2023-10-30;Experian;3.83;56.10;Low
C0032;1984-11-01;Male;490;2023-10-30;Experian;3.83;52.65;Medium
C0033;1996-11-17;Male;793;2023-05-08;Experian;24.24;91.28;Medium
C0033;1996-11-17;Male;793;2023-05-08;Experian;24.24;13.76;Low
C0034;1994-10-24;Male;385;2023-12-19;Equifax;84.79;87.36;Medium
C0034;1994-10-24;Male;385;2023-12-19;Equifax;84.79;78.99;Low
C0035;1997-03-02;Female;633;2023-03-15;Experian;30.07;48.14;Medium
C0035;1997-03-02;Female;633;2023-03-15;Experian;30.07;24.30;Low
C0036;1967-07-09;Female;359;2023-07-17;Equifax;25.77;85.65;Medium
C0036;1967-07-09;Female;359;2023-07-17;Equifax;25.77;18.01;High
C0037;1996-02-14;Male;456;2023-07-26;TransUnion;14.38;40.82;High
C0037;1996-02-14;Male;456;2023-07-26;TransUnion;14.38;95.46;High
C0038;1963-07-08;Female;788;2023-12-13;Experian;56.17;79.56;High
C0038;1963-07-08;Female;788;2023-12-13;Experian;56.17;24.07;High
C0039;1977-10-25;Female;760;2023-04-21;Experian;12.29;62.82;High
C0039;1977-10-25;Female;760;2023-04-21;Experian;12.29;48.05;Low
C0040;1976-04-23;Male;661;2023-11-14;Equifax;26.10;93.86;Medium
C0040;1976-04-23;Male;661;2023-11-14;Equifax;26.10;77.15;Low
C0041;1962-06-16;Female;471;2023-09-07;Equifax;35.63;11.95;Medium
C0041;1962-06-16;Female;471;2023-09-07;Equifax;35.63;76.07;Medium
C0042;1989-11-25;Female;580;2023-05-12;Experian;26.90;2.75;High
C0042;1989-11-25;Female;580;2023-05-12;Experian;26.90;21.79;Low
C0043;1986-01-27;Male;666;2023-06-06;Experian;39.81;66.33;Medium
C0043;1986-01-27;Male;666;2023-06-06;Experian;39.81;20.30;Medium
C0044;1979-03-27;Male;727;2023-07-21;Equifax;46.54;31.95;Low
C0044;1979-03-27;Male;727;2023-07-21;Equifax;46.54;35.87;High
C0045;1973-07-02;Female;454;2023-11-08;Equifax;49.29;21.18;Low
C0045;1973-07-02;Female;454;2023-11-08;Equifax;49.29;65.17;Low
C0046;1973-03-15;Male;561;2023-09-24;Experian;86.82;51.03;High
C0046;1973-03-15;Male;561;2023-09-24;Experian;86.82;26.18;High
C0047;1994-09-21;Male;370;2023-10-01;Equifax;48.00;22.16;Low
C0047;1994-09-21;Male;370;2023-10-01;Equifax;48.00;22.60;High
C0048;1972-01-20;Female;630;2023-05-26;Experian;71.48;30.05;High
C0048;1972-01-20;Female;630;2023-05-26;Experian;71.48;65.89;High
C0049;1986-09-22;Male;506;2023-06-30;Equifax;20.48;93.84;Medium
C0049;1986-09-22;Male;506;2023-06-30;Equifax;20.48;72.62;Medium
C0050;1965-08-09;Male;362;2023-11-19;Experian;65.41;96.03;High
C0050;1965-08-09;Male;362;2023-11-19;Experian;65.41;30.40;Medium
C0051;1960-10-06;Female;525;2023-11-11;Experian;76.20;48.58;Low
C0051;1960-10-06;Female;525;2023-11-11;Experian;76.20;71.43;High
C0052;1979-05-03;Female;836;2023-04-29;TransUnion;49.73;94.01;Medium
C0052;1979-05-03;Female;836;2023-04-29;TransUnion;49.73;93.50;Medium
C0053;2007-11-07;Male;656;2023-07-29;TransUnion;85.26;9.01;Low
C0053;2007-11-07;Male;656;2023-07-29;TransUnion;85.26;51.24;High
C0054;1980-07-25;Male;814;2023-10-29;Experian;15.64;74.78;High
C0054;1980-07-25;Male;814;2023-10-29;Experian;15.64;82.81;High
C0055;1984-09-17;Female;783;2023-11-12;TransUnion;78.30;98.74;High
C0055;1984-09-17;Female;783;2023-11-12;TransUnion;78.30;81.55;Medium
C0056;2012-12-11;Male;449;2023-09-30;TransUnion;31.10;80.01;High
C0056;2012-12-11;Male;449;2023-09-30;TransUnion;31.10;87.71;High
C0057;1969-03-04;Male;838;2023-11-07;Experian;3.65;15.05;Low
C0057;1969-03-04;Male;838;2023-11-07;Experian;3.65;34.92;Medium
C0058;1976-03-14;Female;436;2023-02-13;TransUnion;82.43;35.71;High
C0058;1976-03-14;Female;436;2023-02-13;TransUnion;82.43;33.42;Low
C0059;1967-12-14;Male;307;2023-04-28;Equifax;79.48;30.41;Low
C0059;1967-12-14;Male;307;2023-04-28;Equifax;79.48;50.88;Medium
C0060;1994-06-05;Female;688;2023-11-16;Experian;63.70;30.96;High
C0060;1994-06-05;Female;688;2023-11-16;Experian;63.70;5.97;Medium
C0061;1980-08-26;Male;705;2023-07-23;Equifax;20.49;55.86;Low
C0061;1980-08-26;Male;705;2023-07-23;Equifax;20.49;4.09;Medium
C0062;1970-10-23;Male;519;2023-04-22;Experian;67.15;32.87;High
C0062;1970-10-23;Male;519;2023-04-22;Experian;67.15;65.99;Medium
C0063;1993-06-04;Male;704;2023-06-07;TransUnion;42.28;21.19;Medium
C0063;1993-06-04;Male;704;2023-06-07;TransUnion;42.28;68.80;Low
C0064;1987-07-02;Female;570;2023-01-18;TransUnion;61.79;22.06;Medium
C0064;1987-07-02;Female;570;2023-01-18;TransUnion;61.79;8.07;Medium
C0065;1998-04-02;Female;374;2023-08-12;Equifax;40.23;7.14;High
C0065;1998-04-02;Female;374;2023-08-12;Equifax;40.23;73.50;Medium
C0066;1977-10-06;Male;446;2023-12-26;Experian;63.22;75.68;High
C0066;1977-10-06;Male;446;2023-12-26;Experian;63.22;62.14;Low
C0067;1965-01-07;Male;364;2023-06-23;Experian;65.09;61.30;Low
C0067;1965-01-07;Male;364;2023-06-23;Experian;65.09;86.90;Medium
C0068;1991-08-02;Female;589;2023-06-16;TransUnion;15.63;60.42;Medium
C0068;1991-08-02;Female;589;2023-06-16;TransUnion;15.63;73.97;High
C0069;1996-08-26;Female;708;2023-03-09;TransUnion;87.83;71.26;Medium
C0069;1996-08-26;Female;708;2023-03-09;TransUnion;87.83;78.31;Medium
C0070;2013-07-07;Male;718;2023-11-13;Experian;61.30;3.75;Medium
C0070;2013-07-07;Male;718;2023-11-13;Experian;61.30;33.47;High
C0071;1966-02-26;Female;430;2023-02-21;TransUnion;51.40;62.91;Low
C0071;1966-02-26;Female;430;2023-02-21;TransUnion;51.40;76.12;Medium
C0072;1993-02-26;Female;772;2023-07-28;Experian;65.36;88.18;Medium
C0072;1993-02-26;Female;772;2023-07-28;Experian;65.36;29.25;Low
C0073;1982-04-18;Female;721;2023-08-26;TransUnion;74.20;99.12;High
C0073;1982-04-18;Female;721;2023-08-26;TransUnion;74.20;41.14;High
C0074;1972-05-06;Male;441;2023-10-23;Experian;87.12;48.64;Low
C0074;1972-05-06;Male;441;2023-10-23;Experian;87.12;1.65;High
C0075;1962-05-21;Male;300;2023-02-07;Equifax;21.71;15.30;High
C0075;1962-05-21;Male;300;2023-02-07;Equifax;21.71;21.56;Low
C0076;1981-10-06;Male;672;2023-08-29;Experian;29.50;80.08;High
C0076;1981-10-06;Male;672;2023-08-29;Experian;29.50;10.55;Low
C0077;1994-02-06;Female;772;2023-04-23;TransUnion;80.86;30.97;High
C0077;1994-02-06;Female;772;2023-04-23;TransUnion;80.86;23.93;Medium
C0078;1965-01-02;Female;630;2023-04-20;TransUnion;56.58;93.12;Low
C0078;1965-01-02;Female;630;2023-04-20;TransUnion;56.58;52.07;High
C0079;1987-03-12;Male;313;2023-03-28;Experian;75.78;19.27;Medium
C0079;1987-03-12;Male;313;2023-03-28;Experian;75.78;13.33;Medium
C0080;1974-04-16;Female;783;2023-11-13;TransUnion;78.86;35.81;High
C0080;1974-04-16;Female;783;2023-11-13;TransUnion;78.86;51.78;Medium
C0081;1985-09-10;Female;463;2023-11-08;Equifax;30.66;44.55;High
C0081;1985-09-10;Female;463;2023-11-08;Equifax;30.66;82.41;Low
C0082;1987-01-01;Female;609;2023-10-14;Experian;78.00;94.60;Low
C0082;1987-01-01;Female;609;2023-10-14;Experian;78.00;97.25;High
C0083;2002-09-08;Male;629;2023-05-24;Experian;61.23;77.24;High
C0083;2002-09-08;Male;629;2023-05-24;Experian;61.23;43.18;Medium
C0084;1962-11-14;Female;787;2023-05-20;Experian;13.64;53.44;High
C0084;1962-11-14;Female;787;2023-05-20;Experian;13.64;0.15;Low
C0085;1968-01-14;Male;838;2023-06-08;Experian;78.65;46.26;Low
C0085;1968-01-14;Male;838;2023-06-08;Experian;78.65;89.88;Low
C0086;1977-12-10;Female;666;2023-09-13;Equifax;40.95;47.35;High
C0086;1977-12-10;Female;666;2023-09-13;Equifax;40.95;96.94;Low
C0087;1973-09-15;Male;707;2023-05-03;Equifax;24.34;61.41;Low
C0087;1973-09-15;Male;707;2023-05-03;Equifax;24.34;5.83;Medium
C0088;1969-10-15;Female;843;2023-02-14;Equifax;80.49;34.50;Medium
C0088;1969-10-15;Female;843;2023-02-14;Equifax;80.49;48.90;Low
C0089;1989-10-16;Female;583;2023-11-21;TransUnion;77.60;1.51;Low
C0089;1989-10-16;Female;583;2023-11-21;TransUnion;77.60;54.38;High
C0090;1998-02-28;Female;626;2023-05-16;Experian;28.20;89.50;Low
C0090;1998-02-28;Female;626;2023-05-16;Experian;28.20;29.87;Medium
C0091;1963-07-29;Male;469;2023-08-08;Experian;56.05;21.29;Medium
C0091;1963-07-29;Male;469;2023-08-08;Experian;56.05;19.39;Low
C0092;1982-02-28;Female;771;2023-05-31;Equifax;19.90;34.57;High
C0092;1982-02-28;Female;771;2023-05-31;Equifax;19.90;96.65;High
C0093;1993-08-10;Male;648;2023-06-30;Equifax;37.34;57.35;Low
C0093;1993-08-10;Male;648;2023-06-30;Equifax;37.34;41.81;High
C0094;1969-08-16;Male;484;2023-06-06;Experian;36.34;11.44;High
C0094;1969-08-16;Male;484;2023-06-06;Experian;36.34;78.78;Medium
C0095;1986-10-04;Male;633;2023-10-26;Experian;80.09;53.80;Medium
C0095;1986-10-04;Male;633;2023-10-26;Experian;80.09;85.96;Medium
C0096;1979-02-18;Male;655;2023-07-22;TransUnion;46.14;76.60;Medium
C0096;1979-02-18;Male;655;2023-07-22;TransUnion;46.14;68.28;High
C0097;2001-09-06;Female;332;2023-10-04;Equifax;70.15;75.28;High
C0097;2001-09-06;Female;332;2023-10-04;Equifax;70.15;41.49;Medium
C0098;1985-04-29;Male;336;2023-12-28;TransUnion;74.43;75.83;High
C0098;1985-04-29;Male;336;2023-12-28;TransUnion;74.43;54.39;Low
C0099;1984-07-24;Male;770;2023-10-15;Equifax;48.77;18.72;Medium
C0099;1984-07-24;Male;770;2023-10-15;Equifax;48.77;46.04;Low
C0100;1981-11-20;Male;611;2023-03-14;Experian;78.61;28.77;Medium
C0100;1981-11-20;Male;611;2023-03-14;Experian;78.61;35.88;High
C0101;2007-06-19;Female;568;2023-10-26;Equifax;63.12;27.31;High
C0101;2007-06-19;Female;568;2023-10-26;Equifax;63.12;96.49;Low
C0102;1990-03-16;Female;636;2023-12-14;TransUnion;71.02;16.01;High
C0102;1990-03-16;Female;636;2023-12-14;TransUnion;71.02;42.58;Low
C0103;1999-10-05;Male;386;2023-06-02;Equifax;76.49;43.58;Medium
C0103;1999-10-05;Male;386;2023-06-02;Equifax;76.49;0.87;High
C0104;1970-11-06;Male;512;2023-05-19;TransUnion;52.79;19.82;High
C0104;1970-11-06;Male;512;2023-05-19;TransUnion;52.79;53.92;High
C0105;1973-04-15;Male;683;2023-09-20;Equifax;32.47;61.87;Medium
C0105;1973-04-15;Male;683;2023-09-20;Equifax;32.47;37.14;Medium
C0106;1963-06-23;Male;462;2023-05-24;Experian;19.77;14.50;Medium
C0106;1963-06-23;Male;462;2023-05-24;Experian;19.77;15.00;High
C0107;1988-10-05;Male;773;2023-08-21;Equifax;10.10;97.50;Medium
C0107;1988-10-05;Male;773;2023-08-21;Equifax;10.10;89.65;Low
C0108;1976-11-19;Female;712;2023-05-29;TransUnion;62.70;80.78;Medium
C0108;1976-11-19;Female;712;2023-05-29;TransUnion;62.70;94.98;Low
C0109;1986-09-28;Female;374;2023-08-02;Equifax;76.68;41.83;Medium
C0109;1986-09-28;Female;374;2023-08-02;Equifax;76.68;65.58;Low
C0110;2000-09-30;Female;682;2023-12-02;Equifax;72.09;65.23;Medium
C0110;2000-09-30;Female;682;2023-12-02;Equifax;72.09;82.26;Low
C0111;1979-02-02;Male;558;2023-12-11;Experian;64.48;9.87;High
C0111;1979-02-02;Male;558;2023-12-11;Experian;64.48;88.70;Medium
C0112;2003-08-01;Male;660;2023-02-14;Equifax;79.24;68.47;Low
C0112;2003-08-01;Male;660;2023-02-14;Equifax;79.24;34.57;High
C0113;1974-04-04;Female;549;2023-08-16;TransUnion;84.88;11.14;Low
C0113;1974-04-04;Female;549;2023-08-16;TransUnion;84.88;70.93;High
C0114;1978-07-22;Male;534;2023-04-19;Experian;14.78;42.90;Medium
C0114;1978-07-22;Male;534;2023-04-19;Experian;14.78;40.80;Low
C0115;1964-05-25;Female;403;2023-06-11;Equifax;84.73;30.98;Medium
C0115;1964-05-25;Female;403;2023-06-11;Equifax;84.73;49.29;Medium
C0116;1975-02-22;Female;710;2023-11-25;Experian;54.22;20.04;Low
C0116;1975-02-22;Female;710;2023-11-25;Experian;54.22;41.83;Low
C0117;2012-05-11;Male;428;2023-05-11;Experian;35.47;66.88;Low
C0117;2012-05-11;Male;428;2023-05-11;Experian;35.47;15.56;Medium
C0118;1961-08-04;Female;679;2023-04-05;Experian;34.71;9.38;Medium
C0118;1961-08-04;Female;679;2023-04-05;Experian;34.71;15.15;Low
C0119;1987-12-09;Female;426;2023-12-28;Experian;32.30;92.00;Low
C0119;1987-12-09;Female;426;2023-12-28;Experian;32.30;44.71;Low
C0120;1961-10-15;Female;848;2023-11-25;Equifax;76.99;23.22;Medium
C0120;1961-10-15;Female;848;2023-11-25;Equifax;76.99;51.09;High
C0121;2005-11-30;Female;710;2023-02-28;Equifax;30.15;3.38;Medium
C0121;2005-11-30;Female;710;2023-02-28;Equifax;30.15;50.21;Medium
C0122;1970-10-26;Female;843;2023-12-05;TransUnion;54.40;90.78;Low
C0122;1970-10-26;Female;843;2023-12-05;TransUnion;54.40;90.03;Medium
C0123;1969-02-21;Female;845;2023-02-20;TransUnion;17.25;70.85;Medium
C0123;1969-02-21;Female;845;2023-02-20;TransUnion;17.25;46.35;Medium
C0124;1961-04-25;Female;737;2023-05-25;Equifax;71.29;77.44;Medium
C0124;1961-04-25;Female;737;2023-05-25;Equifax;71.29;17.10;High
C0125;1982-08-24;Female;395;2023-06-28;TransUnion;16.15;43.48;Medium
C0125;1982-08-24;Female;395;2023-06-28;TransUnion;16.15;54.68;Low
C0126;1983-12-15;Female;359;2023-01-01;TransUnion;35.88;87.73;Medium
C0126;1983-12-15;Female;359;2023-01-01;TransUnion;35.88;12.83;High
C0127;2005-06-18;Male;824;2023-07-27;TransUnion;17.96;50.41;High
C0127;2005-06-18;Male;824;2023-07-27;TransUnion;17.96;44.62;High
C0128;1993-05-23;Female;330;2023-09-06;Experian;12.41;85.88;Medium
C0128;1993-05-23;Female;330;2023-09-06;Experian;12.41;0.55;Medium
C0129;1980-04-06;Female;840;2023-06-29;Equifax;10.97;9.61;High
C0129;1980-04-06;Female;840;2023-06-29;Equifax;10.97;39.35;High
C0130;1967-08-01;Female;327;2023-11-18;Experian;56.19;49.93;Low
C0130;1967-08-01;Female;327;2023-11-18;Experian;56.19;32.79;High
C0131;1964-10-30;Male;500;2023-12-11;Equifax;26.01;60.88;High
C0131;1964-10-30;Male;500;2023-12-11;Equifax;26.01;35.28;Medium
C0132;1977-07-11;Female;616;2023-01-03;Experian;49.75;85.04;High
C0132;1977-07-11;Female;616;2023-01-03;Experian;49.75;74.39;Low
C0133;1972-04-08;Female;750;2023-06-07;TransUnion;19.01;98.58;High
C0133;1972-04-08;Female;750;2023-06-07;TransUnion;19.01;59.06;Low
C0134;1975-08-05;Male;825;2023-02-19;TransUnion;60.04;77.92;Medium
C0134;1975-08-05;Male;825;2023-02-19;TransUnion;60.04;28.50;Low
C0135;2000-02-08;Male;791;2023-06-17;Equifax;63.45;71.89;Medium
C0135;2000-02-08;Male;791;2023-06-17;Equifax;63.45;85.16;Medium
C0136;2009-06-24;Male;673;2023-04-09;Experian;71.56;43.25;Low
C0136;2009-06-24;Male;673;2023-04-09;Experian;71.56;47.19;Low
C0137;1988-03-22;Female;306;2023-09-03;Experian;55.19;60.40;High
C0137;1988-03-22;Female;306;2023-09-03;Experian;55.19;33.99;Medium
C0138;2005-11-01;Male;348;2023-08-08;TransUnion;82.38;64.57;Medium
C0138;2005-11-01;Male;348;2023-08-08;TransUnion;82.38;45.10;Low
C0139;1962-09-11;Male;489;2023-12-23;TransUnion;27.77;90.17;Medium
C0139;1962-09-11;Male;489;2023-12-23;TransUnion;27.77;34.61;Medium
C0140;1978-06-12;Male;300;2023-01-29;Equifax;63.46;25.09;Medium
C0140;1978-06-12;Male;300;2023-01-29;Equifax;63.46;96.06;Medium
C0141;1994-02-02;Male;499;2023-09-11;Equifax;77.19;50.06;Medium
C0141;1994-02-02;Male;499;2023-09-11;Equifax;77.19;72.73;Low
C0142;1998-12-10;Male;367;2023-01-16;TransUnion;6.74;41.27;High
C0142;1998-12-10;Male;367;2023-01-16;TransUnion;6.74;10.84;Low
C0143;1964-08-03;Female;770;2023-01-17;TransUnion;17.74;37.73;High
C0143;1964-08-03;Female;770;2023-01-17;TransUnion;17.74;15.79;Low
C0144;1987-07-08;Male;842;2023-05-02;TransUnion;48.64;3.77;High
C0144;1987-07-08;Male;842;2023-05-02;TransUnion;48.64;70.19;Low
C0145;2011-05-31;Female;619;2023-04-12;Equifax;35.71;83.36;Medium
C0145;2011-05-31;Female;619;2023-04-12;Equifax;35.71;89.20;Medium
C0146;1989-11-12;Male;326;2023-01-18;Experian;30.23;40.68;Medium
C0146;1989-11-12;Male;326;2023-01-18;Experian;30.23;66.71;Low
C0147;1975-06-01;Female;516;2023-12-14;Equifax;7.37;86.08;High
C0147;1975-06-01;Female;516;2023-12-14;Equifax;7.37;46.28;Low
C0148;2003-09-12;Female;655;2023-12-24;TransUnion;78.70;3.96;Low
C0148;2003-09-12;Female;655;2023-12-24;TransUnion;78.70;85.64;High
C0149;1973-02-18;Female;566;2023-10-19;Equifax;27.07;67.39;High
C0149;1973-02-18;Female;566;2023-10-19;Equifax;27.07;26.89;Medium
C0150;1995-03-09;Female;788;2023-07-12;TransUnion;30.47;84.38;High
C0150;1995-03-09;Female;788;2023-07-12;TransUnion;30.47;38.79;Medium
C0151;2010-11-05;Female;706;2023-09-03;Experian;67.96;77.21;Medium
C0151;2010-11-05;Female;706;2023-09-03;Experian;67.96;31.21;Low
C0152;2011-05-26;Male;470;2023-04-14;Equifax;52.88;29.60;High
C0152;2011-05-26;Male;470;2023-04-14;Equifax;52.88;18.74;High
C0153;1961-03-23;Male;561;2023-08-12;Equifax;32.11;56.07;Low
C0153;1961-03-23;Male;561;2023-08-12;Equifax;32.11;83.19;Medium
C0154;1984-05-12;Male;777;2023-04-06;TransUnion;70.55;79.41;Low
C0154;1984-05-12;Male;777;2023-04-06;TransUnion;70.55;55.67;Low
C0155;2014-02-24;Female;727;2023-07-12;Experian;86.57;7.35;High
C0155;2014-02-24;Female;727;2023-07-12;Experian;86.57;38.75;Medium
C0156;1965-07-26;Female;786;2023-07-14;Experian;40.89;84.71;Low
C0156;1965-07-26;Female;786;2023-07-14;Experian;40.89;56.27;Medium
C0157;1983-10-04;Male;432;2023-11-04;Equifax;81.52;78.44;Low
C0157;1983-10-04;Male;432;2023-11-04;Equifax;81.52;55.07;Medium
C0158;2012-09-26;Male;338;2023-08-20;TransUnion;79.88;88.34;Low
C0158;2012-09-26;Male;338;2023-08-20;TransUnion;79.88;86.12;Medium
C0159;1978-06-06;Male;611;2023-02-28;Experian;7.08;49.33;High
C0159;1978-06-06;Male;611;2023-02-28;Experian;7.08;3.19;Medium
C0160;2010-07-20;Female;330;2023-01-16;Experian;8.89;60.86;Low
C0160;2010-07-20;Female;330;2023-01-16;Experian;8.89;29.95;High
C0161;2001-11-21;Male;497;2023-06-30;Equifax;44.77;9.52;Low
C0161;2001-11-21;Male;497;2023-06-30;Equifax;44.77;37.00;Low
C0162;1975-01-30;Male;464;2023-01-02;Experian;55.18;17.14;Low
C0162;1975-01-30;Male;464;2023-01-02;Experian;55.18;52.81;High
C0163;1980-10-17;Female;679;2023-08-10;TransUnion;1.88;72.31;High
C0163;1980-10-17;Female;679;2023-08-10;TransUnion;1.88;67.46;Low
C0164;2011-09-16;Male;409;2023-12-06;Experian;43.83;70.74;High
C0164;2011-09-16;Male;409;2023-12-06;Experian;43.83;21.67;Medium
C0165;1975-12-24;Female;447;2023-11-18;Equifax;31.92;37.73;Low
C0165;1975-12-24;Female;447;2023-11-18;Equifax;31.92;81.36;Low
C0166;2006-06-10;Male;837;2023-10-23;Experian;18.87;8.14;Low
C0166;2006-06-10;Male;837;2023-10-23;Experian;18.87;23.98;High
C0167;2013-02-22;Female;665;2023-09-09;Equifax;18.03;32.64;High
C0167;2013-02-22;Female;665;2023-09-09;Equifax;18.03;21.34;Medium
C0168;2000-10-26;Male;653;2023-08-10;Experian;65.50;91.60;Low
C0168;2000-10-26;Male;653;2023-08-10;Experian;65.50;59.82;High
C0169;1983-09-05;Female;470;2023-05-14;TransUnion;37.44;9.64;Low
C0169;1983-09-05;Female;470;2023-05-14;TransUnion;37.44;46.88;Medium
C0170;1985-08-08;Female;504;2023-08-09;TransUnion;65.47;56.35;High
C0170;1985-08-08;Female;504;2023-08-09;TransUnion;65.47;76.74;Medium
C0171;1999-11-25;Female;803;2023-05-22;Experian;72.02;47.21;Low
C0171;1999-11-25;Female;803;2023-05-22;Experian;72.02;73.87;High
C0172;1996-09-26;Female;534;2023-09-22;Equifax;51.02;55.54;Medium
C0172;1996-09-26;Female;534;2023-09-22;Equifax;51.02;37.63;High
C0173;2014-10-01;Male;735;2023-04-01;TransUnion;57.08;15.50;Medium
C0173;2014-10-01;Male;735;2023-04-01;TransUnion;57.08;68.82;Low
C0174;2007-12-11;Male;598;2023-10-22;Equifax;56.60;5.54;High
C0174;2007-12-11;Male;598;2023-10-22;Equifax;56.60;24.18;High
C0175;1962-08-28;Female;803;2023-09-07;TransUnion;30.50;85.30;High
C0175;1962-08-28;Female;803;2023-09-07;TransUnion;30.50;15.68;High
C0176;1973-03-23;Female;663;2023-04-13;Equifax;26.16;74.19;High
C0176;1973-03-23;Female;663;2023-04-13;Equifax;26.16;1.55;Low
C0177;1960-09-29;Male;395;2023-12-29;Equifax;21.30;0.84;High
C0177;1960-09-29;Male;395;2023-12-29;Equifax;21.30;32.49;Medium
C0178;1991-02-04;Male;771;2023-07-26;Experian;57.69;95.57;High
C0178;1991-02-04;Male;771;2023-07-26;Experian;57.69;25.64;Medium
